FinalID,FinalIDassigned,Phylum,Class,Order,Family,Genus,
Cosmarium subtumidum var. minutum,Cosmarium subtumidum var minutum,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,
Cosmarium subtumidum var. minutum (Krieg.) Krieg. et Gerloff,Cosmarium subtumidum var minutum,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,
Cosmarium turpinii var podolicum,Cosmarium turpinii var podolicum,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,
Cosmioneis,Cosmioneis,Bacillariophyta,Bacillariophyceae,Naviculales,Cosmioneidaceae,Cosmioneis,
Cosmioneis pusilla,Cosmioneis pusilla,Bacillariophyta,Bacillariophyceae,Naviculales,Cosmioneidaceae,Cosmioneis,
Craticula,Craticula,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,
Craticula accomoda,Craticula accomoda,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,
"Craticula accomoda (Hustedt) Mann in Round, Crawford & Mann",Craticula accomoda,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,
Craticula acidoclinata,Craticula acidoclinata,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,
Craticula ambigua,Craticula ambigua,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,
Craticula buderi,Craticula buderi,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,
Craticula cf buderi,Craticula,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,
Craticula cf halophila,Craticula,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,
Craticula cuspidata,Craticula cuspidata,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,
Craticula haliphilioides,Craticula halophilioides,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,
Craticula halophila,Craticula halophila,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,
"Craticula halophila (Grunow ex Van Heurck) Mann in Round, Crawford & Mann",Craticula halophila,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,
Craticula halophilioides,Craticula halophilioides,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,
Craticula minusculoides,Craticula minusculoides,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,
Craticula minusculoides (Hustedt) Lange-Bertalot,Craticula minusculoides,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,
Craticula molestiformis,Craticula molestiformis,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,
Craticula sp 1,Craticula,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,
Craticula submolesta,Craticula submolesta,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,
Crucigenia,Crucigenia,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,
Crucigenia sp 1,Crucigenia,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,
Crucigenia tetrapedia,Crucigenia tetrapedia,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,
Crucigeniella,Crucigeniella,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Crucigeniella,
Crucigeniella apiculata,Crucigeniella apiculata,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Crucigeniella,
Crucigeniella cf apiculata,Crucigeniella,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Crucigeniella,
Cryptomonadaceae 1,Cryptomonadaceae,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,NA,
Cryptomonas,Cryptomonas,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,
Cryptomonas (palmelloid),Cryptomonas,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,
Cryptomonas anomala,Cryptomonas anomala,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,
Cryptomonas anomala F.E. Fritsch,Cryptomonas anomala,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,
Cryptomonas cf anomala,Cryptomonas,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,
Cryptomonas cf erosa,Cryptomonas,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,
Cryptomonas cf ovata,Cryptomonas,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,
Cryptomonas erosa,Cryptomonas erosa,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,
Cryptomonas erosa Ehrenb.,Cryptomonas erosa,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,
Cryptomonas ovata,Cryptomonas ovata,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,
Cryptomonas sp 1,Cryptomonas,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,
Cryptomonas sp 2,Cryptomonas,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,
Cryptomonas sp 3,Cryptomonas,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,
Cryptophyta 1,Cryptophyta,Cryptophyta,NA,NA,NA,NA,
Cryptophyta 1_EcoA,Cryptophyta,Cryptophyta,NA,NA,NA,NA,
Cryptophyta 2,Cryptophyta,Cryptophyta,NA,NA,NA,NA,
Cryptophyta 3,Cryptophyta,Cryptophyta,NA,NA,NA,NA,
Cryptophyta 4,Cryptophyta,Cryptophyta,NA,NA,NA,NA,
Cryptophyta 5,Cryptophyta,Cryptophyta,NA,NA,NA,NA,
Ctenophora,Ctenophora,Bacillariophyta,Bacillariophyceae,Licmophorales,Ulnariaceae,Ctenophora,
Ctenophora pulchella,Ctenophora pulchella,Bacillariophyta,Bacillariophyceae,Licmophorales,Ulnariaceae,Ctenophora,
Cyanobacterium sp 1,Cyanobacterium,Cyanobacteria,NA,NA,NA,NA,
Cyanobium,Cyanobium,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Cyanobium,
Cyanobium cf diatomicola,Cyanobium,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Cyanobium,
Cyanobium diatomicola,Cyanobium diatomicola,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Cyanobium,
Cyanodermatium,Cyanodermatium,Cyanobacteria,Cyanophyceae,Chroococcales,Entophysalidaceae,Cyanodermatium,
Cyanodermatium cf fluminense,Cyanodermatium,Cyanobacteria,Cyanophyceae,Chroococcales,Entophysalidaceae,Cyanodermatium,
Cyanodermatium fluminense,Cyanodermatium fluminense,Cyanobacteria,Cyanophyceae,Chroococcales,Entophysalidaceae,Cyanodermatium,
Cyanophanon,Cyanophanon,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Cyanophanon,
Cyanophanon cf minus,Cyanophanon,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Cyanophanon,
Cyanophanon cf mirabile,Cyanophanon,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Cyanophanon,
Cyanophanon minus,Cyanophanon minus,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Cyanophanon,
Cyanophanon mirabile,Cyanophanon mirabile,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Cyanophanon,
Cyanophyceae,Cyanophyceae,Cyanobacteria,Cyanophyceae,NA,NA,NA,
Cyanophyceae 1,Cyanophyceae,Cyanobacteria,Cyanophyceae,NA,NA,NA,
Cyanophyceae 11,Cyanophyceae,Cyanobacteria,Cyanophyceae,NA,NA,NA,
Cyanophyceae 12,Cyanophyceae,Cyanobacteria,Cyanophyceae,NA,NA,NA,
Cyanophyceae 2,Cyanophyceae,Cyanobacteria,Cyanophyceae,NA,NA,NA,
Cyanophyceae 3,Cyanophyceae,Cyanobacteria,Cyanophyceae,NA,NA,NA,
Cyanophyceae 4,Cyanophyceae,Cyanobacteria,Cyanophyceae,NA,NA,NA,
Cyanophyceae 5,Cyanophyceae,Cyanobacteria,Cyanophyceae,NA,NA,NA,
Cyanophyceae 6,Cyanophyceae,Cyanobacteria,Cyanophyceae,NA,NA,NA,
Cyanophyceae 7,Cyanophyceae,Cyanobacteria,Cyanophyceae,NA,NA,NA,
Cyanophyceae 8,Cyanophyceae,Cyanobacteria,Cyanophyceae,NA,NA,NA,
Cyanophyceae 9,Cyanophyceae,Cyanobacteria,Cyanophyceae,NA,NA,NA,
Cyanophyceae sp 7,Cyanophyceae,Cyanobacteria,Cyanophyceae,NA,NA,NA,
Cyanostylon,Cyanostylon,Cyanobacteria,Cyanophyceae,Chroococcales,Entophysalidaceae,Cyanostylon,
Cyanostylon cf microcystoides,Cyanostylon,Cyanobacteria,Cyanophyceae,Chroococcales,Entophysalidaceae,Cyanostylon,
Cyanostylon microcystoides,Cyanostylon microcystoides,Cyanobacteria,Cyanophyceae,Chroococcales,Entophysalidaceae,Cyanostylon,
Cyanostylon microcystoides Geitler,Cyanostylon microcystoides,Cyanobacteria,Cyanophyceae,Chroococcales,Entophysalidaceae,Cyanostylon,
Cyanothece,Cyanothece,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Cyanothece,
Cyanothece aeruginosa,Cyanothece aeruginosa,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Cyanothece,
Cyanothece cf aeruginosa,Cyanothece,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Cyanothece,
Cyanothece cf halobia,Cyanothece,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Cyanothece,
Cyanothece halobia,Cyanothece halobia,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Cyanothece,
Cyclostephanos,Cyclostephanos,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclostephanos,
Cyclostephanos costatilimbus,Cyclostephanos costatilimbus,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclostephanos,
Cyclostephanos damasii,Cyclostephanos damasii,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclostephanos,
Cyclostephanos dubius,Cyclostephanos dubius,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclostephanos,
Cyclostephanos invisitatus,Cyclostephanos invisitatus,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclostephanos,
Cyclostephanos sp A,Cyclostephanos,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclostephanos,
Cyclostephanos tholiformis,Cyclostephanos tholiformis,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclostephanos,
Cyclotella,Cyclotella,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella atomus,Cyclotella atomus,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella atomus Hustedt,Cyclotella atomus,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella bodanica f lemanica,Cyclotella bodanica,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella comensis,Cyclotella comensis,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella distinguenda,Cyclotella distinguenda,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella gamma,Cyclotella gamma,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella hakanssoniae,Cyclotella hakanssoniae,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella meneghiniana,Cyclotella meneghiniana,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella ocellata,Cyclotella ocellata,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella ocellata Pantocsek,Cyclotella ocellata,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella operculata,Cyclotella operculata,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella rossii,Cyclotella rossii,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella sp 1,Cyclotella,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella sp 1 R6 JPK,Cyclotella,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella sp 2,Cyclotella,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella sp 3,Cyclotella,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella sp A SWAMP KB,Cyclotella,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella tripartita,Cyclotella tripartita,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cylindrocapsa,Cylindrocapsa,Chlorophyta,Ulvophyceae,Ulotrichales,Cylindrocapsaceae,Cylindrocapsa,
Cylindrocapsa cf geminella,Cylindrocapsa,Chlorophyta,Ulvophyceae,Ulotrichales,Cylindrocapsaceae,Cylindrocapsa,
Cylindrocapsa geminella,Cylindrocapsa geminella,Chlorophyta,Ulvophyceae,Ulotrichales,Cylindrocapsaceae,Cylindrocapsa,
Cylindrocapsa geminella var minor,Cylindrocapsa geminella var minor,Chlorophyta,Ulvophyceae,Ulotrichales,Cylindrocapsaceae,Cylindrocapsa,
Cylindrocapsa geminella var minor Hansgirg,Cylindrocapsa geminella var minor,Chlorophyta,Ulvophyceae,Ulotrichales,Cylindrocapsaceae,Cylindrocapsa,
Cylindrocapsa geminella var. minor Hansgirg,Cylindrocapsa geminella var minor,Chlorophyta,Ulvophyceae,Ulotrichales,Cylindrocapsaceae,Cylindrocapsa,
Cylindrocystis brebissonii,Cylindrocystis brebissonii,Charophyta,Zygnematophyceae,Zygnematales,Mesotaeniaceae,Cylindrocystis,
Cylindrocystis brebissonii var turgida,Cylindrocystis brebissonii var turgida,Charophyta,Zygnematophyceae,Zygnematales,Mesotaeniaceae,Cylindrocystis,
Cylindrospermum,Cylindrospermum,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermum,
Cylindrospermum cf stagnale,Cylindrospermum,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermum,
Cylindrospermum licheniforme,Cylindrospermum licheniforme,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermum,
Cylindrospermum maius,Cylindrospermum majus,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermum,
Cylindrospermum majus,Cylindrospermum majus,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermum,
Cylindrospermum sp 1,Cylindrospermum,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermum,
Cylindrospermum stagnale,Cylindrospermum stagnale,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermum,
Cylindrotheca,Cylindrotheca,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,
Cylindrotheca gracilis,Cylindrotheca gracilis,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,
Cymatopleura,Cymatopleura,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Cymatopleura,
Cymatopleura elliptica,Cymatopleura elliptica,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Cymatopleura,
Cymatopleura solea,Cymatopleura solea,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Cymatopleura,
Cymatopleura solea var apiculata,Cymatopleura solea var apiculata,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Cymatopleura,
Cymbella,Cymbella,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella affinis,Cymbella affinis,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella aspera,Cymbella aspera,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella austriaca var erdobenyiana,Cymbella austriaca var erdobenyiana,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella austriaca var. erdobenyiana (Pantocsek) Krammer in Krammer & Lange-Bertalot,Cymbella austriaca var erdobenyiana,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella cf affinis SWAMP KB,Cymbella,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella cf leptoceras SCCWRP JPK,Cymbella,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella cf proxima SWAMP JPK,Cymbella,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella cistula,Cymbella cistula,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella cistula (Hemprich in Hemprich & Ehrenberg) Kirchner,Cymbella cistula,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella compacta,Cymbella compacta,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella cymbiformis,Cymbella cymbiformis,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella cymbiformis var nonpunctata,Cymbella cymbiformis var nonpunctata,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella dorsenotata,Cymbella dorsenotata,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella elginensis,Cymbella elginensis,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella excisa,Cymbella excisa,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella gracilis,Cymbella gracilis,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella helmckei,Cymbella helmckei,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella helvetica,Cymbella helvetica,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella heteropleura,Cymbella heteropleura,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella hungarica,Cymbella hungarica,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella hustedtii,Cymbella hustedtii,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella janischii,Cymbella janischii,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella kappii,Cymbella kappii,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella kolbei,Cymbella kolbei,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella laevis,Cymbella laevis,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella lanceolata,Cymbella lanceolata,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella lapponica,Cymbella lapponica,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella lata,Cymbella lata,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella leptoceras,Cymbella leptoceras,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella mexicana,Cymbella mexicana,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella mexicana (Ehrenberg) Cleve,Cymbella mexicana,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella neocistula,Cymbella neocistula,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella parva,Cymbella parva,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella proxima,Cymbella proxima,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella reinhardtii,Cymbella reinhardtii,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella sp 1,Cymbella,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella sp 1 SCCWRP JPK,Cymbella,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella sp 1 SWAMP JR,Cymbella,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella sp 1 SWAMP KB,Cymbella,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella sp 2 CSU,Cymbella,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella sp 2 SWAMP KB,Cymbella,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella sp 3 SCCWRP JPK,Cymbella,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella sp 987 WMPNDS,Cymbella,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella subcistula,Cymbella subcistula,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella subhelvetica,Cymbella subhelvetica,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella subturgidula,Cymbella subturgidula,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella sumatrensis,Cymbella sumatrensis,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella tropica,Cymbella tropica,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella tumida,Cymbella tumida,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella tumidula,Cymbella tumidula,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella turgidula,Cymbella turgidula,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella turgidula Grunow in Schmidt et al.,Cymbella turgidula,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella vulgata,Cymbella vulgata,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbellaceae,Cymbellaceae,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,NA,
